Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
46,35,Clefairy,Piepi,ピッピ (Pippi),1,Normal,Fairy Pokémon,1,Fairy,,0.6,7.5,3,Cute Charm,Magic Guard,Friend Guard,323,70,45,48,60,65,35,150,140,113,Fast,1,Fairy,,25.0,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,237,52.0,0.21940928270042195,0.608885579548275,0.45078183172002984,0.41001075535699516,0.48989272220843333,0.40646203308188184,0.2997167492077823,0.271662787340844,0.32363390081821314,0.0,0.0
47,36,Clefable,Pixi,ピクシー (Pixy),1,Normal,Fairy Pokémon,1,Fairy,,1.3,40.0,3,Cute Charm,Magic Guard,Unaware,483,95,70,73,95,90,60,25,140,217,Fast,1,Fairy,,25.0,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,629,113.0,0.17965023847376788,0.690302066772655,0.5401103525671,0.528931699865956,0.586448039735237,0.384157463998025,0.30685183730450283,0.30621059576261433,0.33073840978309,0.0,0.0
48,37,Vulpix,Vulpix,ロコン (Rokon),1,Normal,Fox Pokémon,1,Fire,,0.6,9.9,2,Flash Fire,,Drought,299,38,41,40,50,65,65,190,50,60,Medium Fast,1,Field,,25.0,20,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,260,57.0,0.21923076923076923,0.5116138763197587,0.32266968325791856,0.21063348416289593,0.34830568124685773,0.3482594307148188,0.21069846423837751,0.13811096221490604,0.22650692075240295,0.0,0.0
49,37,Alolan Vulpix,Vulpix,ロコン (Rokon),1,Normal,Fox Pokémon,1,Ice,,0.6,9.9,2,Snow Cloak,,Snow Warning,299,38,41,40,50,65,65,190,50,60,Medium Fast,1,Field,,25.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,302,67.0,0.22185430463576158,0.5927541877678224,0.6167380859628618,0.6365796649785742,0.6153573129030862,0.41400414967343074,0.4139360189236314,0.413376711556363,0.411635016833329,0.0,0.0
50,38,Ninetales,Vulnona,キュウコン (Kyukon),1,Normal,Fox Pokémon,1,Fire,,1.1,19.9,2,Flash Fire,,Drought,505,73,76,75,81,100,100,75,50,177,Medium Fast,1,Field,,25.0,20,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,823,141.0,0.17132442284325639,0.6456865127582017,0.5988468777547471,0.4026159674076191,0.5490497859735227,0.382477139260109,0.35675674392229395,0.22299265733154394,0.3168394831847655,0.0,0.0
51,38,Alolan Ninetales,Vulnona,キュウコン (Kyukon),1,Normal,Fox Pokémon,2,Ice,Fairy,1.1,19.9,2,Snow Cloak,,Snow Warning,505,73,67,75,81,100,109,75,50,177,Medium Fast,1,Field,,25.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,454,119.0,0.2621145374449339,0.46091388097089053,0.5429644985747604,0.6031787164204889,0.53568569865538,0.3340805816944617,0.38656392690775104,0.424394377995787,0.37960873606705975,0.0,0.0
52,39,Jigglypuff,Pummeluff,プリン (Purin),1,Normal,Balloon Pokémon,2,Normal,Fairy,0.5,5.5,3,Cute Charm,Competitive,Friend Guard,270,115,45,20,45,25,20,170,50,95,Fast,1,Fairy,,25.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,232,51.0,0.21982758620689655,0.5837728194726166,0.4508451656524678,0.43245436105476676,0.4890241153932837,0.39893164162917616,0.2999414098414067,0.2865233602184415,0.320331590671334,0.0,0.0
53,40,Wigglytuff,Knuddeluff,プクリン (Pukurin),1,Normal,Balloon Pokémon,2,Normal,Fairy,1.0,12.0,3,Cute Charm,Competitive,Frisk,435,140,70,45,85,50,45,50,50,218,Fast,1,Fairy,,25.0,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,287,70.0,0.24390243902439024,0.5839447974311675,0.49693243150918903,0.4712441073990572,0.5173737787798046,0.3948338268925784,0.33739819573051044,0.32472551073625827,0.34753764857429437,0.0,0.0
54,41,Zubat,Zubat,ズバット (Zubat),1,Normal,Bat Pokémon,2,Poison,Flying,0.8,7.5,2,Inner Focus,,Infiltrator,245,40,45,35,30,40,55,255,50,49,Medium Fast,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,197,64.0,0.3248730964467005,0.2696128197471882,0.343983278590624,0.38538867323579173,0.33299492385786794,0.2443179882721303,0.2761966798802465,0.3114405190802971,0.26879285997535424,0.0,0.0
55,42,Golbat,Golbat,ゴルバット (Golbat),1,Normal,Bat Pokémon,2,Poison,Flying,1.6,55.0,2,Inner Focus,,Infiltrator,455,75,80,70,65,75,90,90,50,159,Medium Fast,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,549,131.0,0.23861566484517305,0.3101253616200578,0.35075538412086144,0.44401585770920393,0.36829886781670773,0.24869768193588476,0.2442071421769615,0.30892617498231034,0.25517554969297174,0.0,0.0
56,43,Oddish,Myrapla,ナゾノクサ (Nazonokusa),1,Normal,Weed Pokémon,2,Grass,Poison,0.5,5.4,2,Chlorophyll,,Run Away,320,45,50,55,75,65,30,255,50,64,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,196,58.0,0.29591836734693877,0.2806322529011605,0.36312525010004,0.27999199679871944,0.30791649993330666,0.2175286486865706,0.2822107871783985,0.23961337706823624,0.22772836255614123,0.0,0.0
57,44,Gloom,Duflor,クサイハナ (Kusaihana),1,Normal,Weed Pokémon,2,Grass,Poison,0.8,8.6,2,Chlorophyll,,Stench,395,60,65,70,85,75,40,120,50,138,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,265,63.0,0.23773584905660378,0.39063263041065477,0.30301146873843876,0.25806881243063257,0.31723763719324205,0.3062595704769559,0.22914267206768207,0.23542100227913398,0.2285681081207858,0.0,0.0
58,45,Vileplume,Giflor,ラフレシア (Ruffresia),1,Normal,Flower Pokémon,2,Grass,Poison,1.2,18.6,2,Chlorophyll,,Effect Spore,490,75,80,85,110,90,50,45,50,221,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,774,129.0,0.16666666666666666,0.5854385164918681,0.3859857121143031,0.4427217915590009,0.4713820067217239,0.39543073626024283,0.2234037464382884,0.2675363844513788,0.25758712830779945,0.0,0.0
59,46,Paras,Paras,パラス (Paras),1,Normal,Mushroom Pokémon,2,Bug,Grass,0.3,5.4,3,Effect Spore,Dry Skin,Damp,285,35,70,55,45,55,25,190,50,57,Medium Fast,2,Bug,Grass,50.0,20,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,237,62.0,0.2616033755274262,0.4761479275254406,0.3211384131711756,0.2323157110945644,0.3432006839303935,0.3787611680085929,0.25930408437653263,0.22393462610778683,0.2670142006943835,0.0,0.0
60,47,Parasect,Parasek,パラセクト (Parasect),1,Normal,Mushroom Pokémon,2,Bug,Grass,1.0,29.5,3,Effect Spore,Dry Skin,Damp,405,60,95,80,60,80,30,75,50,142,Medium Fast,2,Bug,Grass,50.0,20,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,285,63.0,0.22105263157894736,0.5928861369109047,0.364031647746818,0.266171310629515,0.40769636509574586,0.37032968441538394,0.24635711832982238,0.1907790868941695,0.2511041577341496,0.0,0.0
61,48,Venonat,Bluzuk,コンパン (Kongpang),1,Normal,Insect Pokémon,2,Bug,Poison,1.0,30.0,3,Compound Eyes,Tinted Lens,Run Away,305,60,55,50,40,55,45,190,50,61,Medium Fast,1,Bug,,50.0,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,273,65.0,0.23809523809523808,0.41680672268907565,0.3592329239388063,0.4940314587373411,0.42335703512174105,0.31457309494849645,0.28062762179979556,0.3410974445880744,0.29682704012440614,0.0,0.0
62,49,Venomoth,Omot,モルフォン (Morphon),1,Normal,Poison Moth Pokémon,2,Bug,Poison,1.5,12.5,3,Shield Dust,Tinted Lens,Wonder Skin,450,70,65,60,90,75,90,75,50,158,Medium Fast,1,Bug,,50.0,20,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,675,128.0,0.18962962962962962,0.518320987654321,0.49619753086419754,0.5526216412490922,0.5223800532558702,0.3176341862489456,0.29959697354905657,0.3322745376087101,0.3135122607480945,0.0,0.0
63,50,Diglett,Digda,ディグダ (Digda),1,Normal,Mole Pokémon,1,Ground,,0.2,0.8,3,Sand Veil,Arena Trap,Sand Force,265,10,55,25,35,45,95,255,50,53,Medium Fast,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,131,37.0,0.2824427480916031,0.38829516539440206,0.3168986678640922,0.2493638676844784,0.31818590031432425,0.29285864737145123,0.23189892633118278,0.19335384102947079,0.23454747297975878,0.0,0.0
64,50,Alolan Diglett,Digda,ディグダ (Digda),1,Normal,Mole Pokémon,2,Ground,Steel,0.2,1.0,3,Sand Veil,Tangling Hair,Sand Force,265,10,55,30,35,45,90,255,50,53,Medium Fast,1,Field,,50.0,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,153,45.0,0.29411764705882354,0.3758810713828015,0.31521209791105986,0.25272331154684097,0.3146054936135674,0.31220532998085787,0.26163929442223255,0.20511578123874324,0.2544410738463578,0.0,0.0
65,51,Dugtrio,Digdri,ダグトリオ (Dugtrio),1,Normal,Mole Pokémon,1,Ground,,0.7,33.3,3,Sand Veil,Arena Trap,Sand Force,425,35,100,50,50,70,120,50,50,149,Medium Fast,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,715,97.0,0.13566433566433567,0.49360756890168656,0.39333059097764983,0.36142054024406967,0.416119566707802,0.2484101087938116,0.1981443855918363,0.190626815116105,0.2058221904597612,0.0,0.0
66,51,Alolan Dugtrio,Digdri,ダグトリオ (Dugtrio),1,Normal,Mole Pokémon,2,Ground,Steel,0.7,66.6,3,Sand Veil,Tangling Hair,Sand Force,425,35,100,60,50,70,110,50,50,149,Medium Fast,1,Field,,50.0,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,350,62.0,0.17714285714285713,0.4741512605042018,0.41721008403361337,0.32510924369747896,0.40549019607843134,0.3379273521609749,0.306949882781008,0.2177521332295557,0.2814715121297885,0.0,0.0
67,52,Meowth,Mauzi,ニャース (Nyarth),1,Normal,Scratch Cat Pokémon,1,Normal,,0.4,4.2,3,Pickup,Technician,Unnerve,290,40,45,35,40,40,90,255,50,58,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,248,79.0,0.3185483870967742,0.42673940543959527,0.37922201138519923,0.24493991144845037,0.3503004427577483,0.39006199122894486,0.35561987900215697,0.24709190224301536,0.3240440081381539,0.0,0.0
68,52,Alolan Meowth,Mauzi,ニャース (Nyarth),1,Normal,Scratch Cat Pokémon,1,Dark,,0.4,4.2,3,Pickup,Technician,Rattled,290,40,35,35,50,40,90,255,50,58,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,241,78.0,0.3236514522821577,0.3514441461231796,0.3543893906110162,0.3424294199007404,0.34942098554497875,0.3299133838249302,0.32787435369222223,0.3295268499583078,0.32323044862498773,0.0,0.0
69,52,Galarian Meowth,Mauzi,ニャース (Nyarth),1,Normal,Scratch Cat Pokémon,1,Steel,,0.4,7.5,3,Pickup,Tough Claws,Unnerve,290,50,65,55,40,40,40,255,50,58,Medium Fast,1,Field,,50.0,20,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5,259,64.0,0.2471042471042471,0.40575365281247633,0.36852146263910973,0.3388447270800212,0.3710399475105357,0.3105275031452841,0.27948518965826363,0.26041903934858635,0.2802400339433124,0.0,0.0
70,53,Persian,Snobilikat,ペルシアン (Persian),1,Normal,Classy Cat Pokémon,1,Normal,,1.0,32.0,3,Limber,Technician,Unnerve,440,65,70,60,65,65,115,90,50,154,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,674,166.0,0.24629080118694363,0.5743236166870309,0.5353523011578518,0.41911328329551406,0.5095964003801322,0.40730830895283276,0.3829183607830427,0.2955916702883561,0.3603288738486762,0.0,0.0
71,53,Alolan Persian,Snobilikat,ペルシアン (Persian),1,Normal,Classy Cat Pokémon,1,Dark,,1.1,33.0,3,Fur Coat,Technician,Rattled,440,65,60,60,75,65,115,90,50,154,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,296,89.0,0.30067567567567566,0.3755564387917329,0.39439586645469,0.43025967143614197,0.40007065889418836,0.296957576525532,0.3069902102510364,0.33847127871852917,0.3129179009586924,0.0,0.0
72,54,Psyduck,Enton,コダック (Koduck),1,Normal,Duck Pokémon,1,Water,,0.8,19.6,3,Damp,Cloud Nine,Swift Swim,320,50,52,48,65,50,55,190,50,64,Medium Fast,2,Field,Water 1,50.0,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,258,61.0,0.2364341085271318,0.5440340477276181,0.4884632922936616,0.2742058063535492,0.4355677154582763,0.38780124140318284,0.3452596406774172,0.2212657612305012,0.3052619356906776,0.0,0.0
73,55,Golduck,Entoron,ゴルダック (Golduck),1,Normal,Duck Pokémon,1,Water,,1.7,76.6,3,Damp,Cloud Nine,Swift Swim,500,80,82,78,95,80,85,75,50,175,Medium Fast,2,Field,Water 1,50.0,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,570,138.0,0.24210526315789474,0.3367870657034744,0.4333264533883729,0.5328379772961817,0.4343171654626763,0.2787059450207089,0.30906455550862627,0.3812490182696462,0.30345578772600457,0.0,0.0
74,56,Mankey,Menki,マンキー (Mankey),1,Normal,Pig Monkey Pokémon,1,Fighting,,0.5,28.0,3,Vital Spirit,Anger Point,Defiant,305,40,80,35,35,45,70,190,50,61,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,288,94.0,0.3263888888888889,0.45326797385620904,0.38671023965141615,0.26938997821350763,0.3697893972403776,0.37720162660166273,0.33281425401489406,0.24279848393571543,0.31392056658597106,0.0,0.0
75,57,Primeape,Rasaff,オコリザル (Okorizaru),1,Normal,Pig Monkey Pokémon,1,Fighting,,1.0,32.0,3,Vital Spirit,Anger Point,Defiant,455,65,105,60,60,70,95,75,50,159,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,375,83.0,0.22133333333333333,0.5104941176470588,0.4346143790849673,0.3103790849673202,0.41849586056644883,0.35744613000484454,0.3163702724006035,0.22976322406886815,0.29769024126346244,0.0,0.0
76,58,Growlithe,Fukano,ガーディ (Gardie),1,Normal,Puppy Pokémon,1,Fire,,0.7,19.0,3,Intimidate,Flash Fire,Justified,350,55,70,45,70,50,60,190,50,70,Slow,1,Field,,75.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,265,61.0,0.23018867924528302,0.5814576396596374,0.4545911949685535,0.30600073991860893,0.4473498581822666,0.392237537964038,0.30809649855597726,0.20873426100011888,0.2956090806965913,0.0,0.0
77,59,Arcanine,Arkani,ウインディ (Windie),1,Normal,Legendary Pokémon,1,Fire,,1.9,155.0,3,Intimidate,Flash Fire,Justified,555,90,110,80,100,80,95,75,50,194,Slow,1,Field,,75.0,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,854,136.0,0.1592505854800937,0.6744271479083436,0.5726959636313542,0.4448179271708683,0.5639803462368553,0.3741686894076571,0.320017572950578,0.25186076847821115,0.3105656219381135,0.0,0.0
78,60,Poliwag,Quapsel,ニョロモ (Nyoromo),1,Normal,Tadpole Pokémon,1,Water,,0.6,12.4,3,Water Absorb,Damp,Swift Swim,300,40,50,40,40,40,90,255,50,60,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,198,55.0,0.2777777777777778,0.381540899187958,0.40657555951673596,0.47660922955040597,0.42157522941836667,0.34452736107402554,0.3375959567791307,0.38488456565590123,0.34579401371080176,0.0,0.0
79,61,Poliwhirl,Quaputzi,ニョロゾ (Nyorozo),1,Normal,Tadpole Pokémon,1,Water,,1.0,20.0,3,Water Absorb,Damp,Swift Swim,385,65,65,65,50,50,90,120,50,135,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,252,63.0,0.25,0.40410830999066294,0.45216308745720507,0.5320883909119204,0.4627865961199295,0.34297754751812837,0.3432316867406824,0.39038305676334234,0.3471940835137804,0.0,0.0
80,62,Poliwrath,Quappo,ニョロボン (Nyorobon),1,Normal,Tadpole Pokémon,2,Water,Fighting,1.3,54.0,3,Water Absorb,Damp,Swift Swim,510,90,95,95,70,90,70,45,50,230,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,0.5,2.0,667,116.0,0.17391304347826086,0.42585765940559134,0.49782167739659583,0.5792397918687715,0.5009730428903195,0.32568684532044606,0.323562484358051,0.3504376756759091,0.3232673190146655,0.0,0.0
81,63,Abra,Abra,ケーシィ (Casey),1,Normal,Psi Pokémon,1,Psychic,,0.9,19.5,3,Synchronize,Inner Focus,Magic Guard,310,25,20,15,105,55,90,200,50,62,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,259,77.0,0.2972972972972973,0.47131501249148317,0.41850253614959493,0.16582633053221288,0.3518812930577636,0.39031675973692675,0.3467847773619276,0.13302901708754358,0.27958783749943483,0.0,0.0
82,64,Kadabra,Kadabra,ユンゲラー (Yungerer),1,Normal,Psi Pokémon,1,Psychic,,1.3,56.5,3,Synchronize,Inner Focus,Magic Guard,400,40,35,30,120,70,105,100,50,140,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,404,92.0,0.22772277227722773,0.4848767229664143,0.4271015336827801,0.2027567462628616,0.3715783343040186,0.35286851175375694,0.31182402755239175,0.1737410901872436,0.2589643322206263,0.0,0.0
83,65,Alakazam,Simsala,フーディン (Foodin),1,Normal,Psi Pokémon,1,Psychic,,1.5,48.0,3,Synchronize,Inner Focus,Magic Guard,500,55,50,45,135,95,120,50,50,225,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,702,161.0,0.22934472934472935,0.5247528071057482,0.47420814479638007,0.2629573766828669,0.4206394428616651,0.37322303200168533,0.3426714690359644,0.2078379695137143,0.29008977200315306,0.0,0.0
84,65,Mega Alakazam,Simsala,フーディン (Foodin),1,Normal,Psi Pokémon,1,Psychic,,1.2,48.0,1,Trace,,,600,55,50,65,175,105,150,50,50,270,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,497,166.0,0.33400402414486924,0.5312344656172328,0.49964887363396066,0.3863257979248037,0.4724030457253323,0.3169666106306279,0.31100231834130737,0.27798955325379227,0.276863290081528,0.026785714285714284,0.0
85,66,Machop,Machollo,ワンリキー (Wanriky),1,Normal,Superpower Pokémon,1,Fighting,,0.8,19.5,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180,50,61,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,202,53.0,0.2623762376237624,0.41888953601242473,0.4592118035332946,0.4231605513492526,0.4337539636316573,0.3050816372839279,0.33653741405191673,0.3089432657005396,0.3118228884470839,0.0,0.0
86,67,Machoke,Maschock,ゴーリキー (Goriky),1,Normal,Superpower Pokémon,1,Fighting,,1.5,70.5,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90,50,142,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,322,74.0,0.22981366459627328,0.42999634636463285,0.3999391060772135,0.413262696382901,0.4143993829415825,0.30547419632611267,0.28048926562883686,0.2879660350691177,0.28517782861364044,0.0,0.0
87,68,Machamp,Machomei,カイリキー (Kairiky),1,Normal,Superpower Pokémon,1,Fighting,,1.6,130.0,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45,50,227,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,850,164.0,0.19294117647058823,0.44844752018454437,0.4681337946943483,0.44845213379469434,0.45501114955786237,0.30237830930093873,0.3020505575321523,0.2838419249263781,0.28949346404916015,0.0,0.0
88,69,Bellsprout,Knofensa,マダツボミ (Madatsubomi),1,Normal,Flower Pokémon,2,Grass,Poison,0.7,4.0,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255,50,60,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,151,67.0,0.44370860927152317,0.3957927541877679,0.40908972860667453,0.1878197636670562,0.33090074882049947,0.40805661492604,0.4009019396762481,0.18767997574359635,0.3216640515627158,0.0,0.0
89,70,Weepinbell,Ultrigaria,ウツドン (Utsudon),1,Normal,Flycatcher Pokémon,2,Grass,Poison,1.0,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120,50,137,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,252,67.0,0.26587301587301587,0.4420790538437597,0.47345160286336757,0.2640522875816993,0.39319431476294214,0.3594606269700354,0.3489746375902014,0.20607685742054174,0.2886973576399147,0.0,0.0
90,71,Victreebel,Sarzenia,ウツボット (Utsubot),1,Normal,Flycatcher Pokémon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45,50,221,Medium Slow,1,Grass,,50.0,20,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,707,155.0,0.21923620933521923,0.42315223118950546,0.5061319577335884,0.3322295254735558,0.4205045714655499,0.3252906669336544,0.33829107713848394,0.21919555806886423,0.280748886733536,0.0,0.0
91,72,Tentacool,Tentacha,メノクラゲ (Menokurage),1,Normal,Jellyfish Pokémon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190,50,67,Slow,1,Water 3,,50.0,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,248,75.0,0.3024193548387097,0.3308032890575584,0.33573687539531943,0.39557242251739405,0.3540375289900906,0.29595135463970657,0.27753224937048626,0.35321971149314635,0.28202695059417465,0.0,0.0
92,73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),1,Normal,Jellyfish Pokémon,2,Water,Poison,1.6,55.0,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60,50,180,Slow,1,Water 3,,50.0,20,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,824,157.0,0.19053398058252427,0.4376166000380734,0.4419189034837236,0.4913763563677898,0.45697061996319566,0.2949935238716897,0.3103355443339826,0.3455964570222331,0.29128302581894144,0.0,0.0
